review_id,order_id,customer_id,restaurant_id,restaurant_rating,food_rating,delivery_rating,overall_rating,review_text,review_date
346,765623,478001,6809,1.1,2.6,1.3,1.7,Late delivery experience,10/7/2026
347,1466854,139288,4616,2.7,3.1,2.5,2.8,Decent food quality,1/24/2023
348,1923349,286119,16047,1.5,3,3.1,2.5,Late delivery experience,8/4/2026
349,1255886,217505,25706,3.7,1.8,2.3,2.6,Average experience,12/22/2023
350,1633436,66639,11326,3.8,3.7,3,3.5,Could be improved,10/12/2025
351,929892,49598,8124,2.5,1,3.3,2.3,Taste was not good,12/18/2024
352,246845,293540,31570,4.9,4.7,2.1,3.9,Food was okay,2/5/2024
353,1129747,101747,493,3.7,4.7,1.3,3.2,Decent food quality,2/13/2024
354,1530987,368991,13156,3.5,3.1,1.2,2.6,Could be improved,1/4/2026
355,963867,381907,31695,3.9,3.5,4.6,4,Food quality was great,11/13/2026
356,1889635,296140,12118,1.5,5,4.8,3.8,Food was okay,6/25/2026
357,136860,255559,23154,4.1,3.1,4.6,3.9,Could be improved,12/16/2023
358,1456937,194532,5349,2.1,1.3,2.4,1.9,Food was cold,11/25/2025
359,75765,249230,26362,4.6,2.2,2.2,3,Decent food quality,11/13/2024
360,789824,196,5703,2.8,4.3,3.9,3.7,Decent food quality,6/29/2023
361,1492566,369345,26552,4.3,4.1,2.1,3.5,Food was okay,4/20/2023
362,1349922,486632,31070,2.9,3.3,2.7,3,Average experience,5/23/2024
363,1187508,344520,44343,3.4,2.1,3.7,3.1,Food was okay,4/2/2026
364,893358,33224,31372,1.9,4.4,2,2.8,Food was okay,10/23/2023
365,276581,252679,19200,1.7,1.5,1.3,1.5,Poor food quality,4/13/2024
366,1675802,211197,1751,2.9,4.8,2.1,3.3,Decent food quality,12/7/2025
367,746767,368117,48319,1.3,3.1,1.3,1.9,Packaging was damaged,10/30/2025
368,1025884,79629,42270,4.8,2.6,2.9,3.4,Average experience,1/24/2025
369,466658,50813,13534,1.7,3,1.5,2.1,Taste was not good,8/29/2024
370,459724,55808,35836,3.9,3.4,1.2,2.8,Decent food quality,7/29/2024
371,563842,6166,24605,3.2,2,2.5,2.6,Decent food quality,12/6/2023
372,649543,64489,12527,2.3,2.6,1.2,2,Taste was not good,10/9/2024
373,1466863,446615,33821,4.1,3.2,4.4,3.9,Food was okay,7/25/2026
374,532965,429690,2542,1.2,3.3,4.2,2.9,Service was normal,1/2/2026
375,155318,110177,14944,2.7,1.1,2.5,2.1,Not satisfied with service,6/21/2023
376,199982,70744,2104,1.2,3.8,2.4,2.5,Packaging was damaged,5/8/2024
377,1044358,282094,38294,3,4,3,3.3,Food was okay,12/5/2025
378,1873757,368793,36719,1.3,1.6,2.1,1.7,Not satisfied with service,3/27/2024
379,1332928,238535,16179,4.7,3.8,1.4,3.3,Food was okay,10/15/2023
380,657568,126611,37262,1.4,3,4.4,2.9,Average experience,9/7/2023
381,855646,356608,21965,4,4.9,3.1,4,Very satisfied with service,2/22/2023
382,267876,37032,31374,2.4,2.8,3.4,2.9,Could be improved,12/25/2026
383,761655,375730,21594,4,1.1,3.1,2.7,Service was normal,4/9/2026
384,1400623,172856,19699,2.2,1.3,3,2.2,Packaging was damaged,1/20/2023
385,1729528,240997,8334,4.3,3.5,2.1,3.3,Decent food quality,8/29/2023
386,1097746,203556,31678,4.3,2.2,4.6,3.7,Food was okay,10/10/2026
387,1458366,316934,43545,3.7,3.8,2,3.2,Average experience,7/5/2026
388,1135772,204877,17309,1.3,3.6,4.2,3,Food was okay,6/19/2024
389,1690095,130352,6737,1.4,2,1.5,1.6,Poor food quality,5/20/2026
390,1121701,1120,44861,3.1,2.1,1.8,2.3,Food was cold,4/22/2023
391,1953933,33097,35413,2.6,3.1,2.5,2.7,Average experience,1/30/2025
392,33761,274774,20834,3.3,2.9,4,3.4,Average experience,9/16/2024
393,1408317,128255,4012,1.8,2.6,1.6,2,Late delivery experience,7/14/2025
394,1886545,400066,16624,1,1.9,2.9,1.9,Not satisfied with service,7/24/2025
395,978126,95390,32371,1.8,4,4.7,3.5,Food was okay,1/6/2023
396,1958533,32807,25279,2.8,2.8,2.1,2.6,Could be improved,6/2/2024
397,1005922,480923,12482,4.8,2.7,2.3,3.3,Average experience,6/25/2024
398,170551,318186,16901,3.9,3.1,2.5,3.2,Food was okay,7/16/2025
399,1156379,284997,49466,4.1,2.3,1.7,2.7,Decent food quality,1/25/2024
400,1140937,173856,26172,5,3.5,4.4,4.3,Food quality was great,7/2/2025
401,215536,265284,9471,4.1,1.3,4.4,3.3,Average experience,11/19/2025
402,822156,464232,42139,2.5,1.5,3.6,2.5,Poor food quality,5/22/2025
403,983888,411573,16614,3.3,4.7,4.5,4.2,Very satisfied with service,8/31/2025
404,1520930,4049,28650,1.2,4.8,3.2,3.1,Could be improved,4/16/2023
405,961659,182015,2420,4.1,4.5,2.3,3.6,Could be improved,5/7/2025
406,1105978,66750,31372,1.1,4.5,4.1,3.2,Food was okay,7/7/2023
407,1622502,253359,22295,1.8,2.1,2.4,2.1,Food was cold,12/28/2026
408,1109353,425391,16985,1.4,4.7,3.5,3.2,Food was okay,9/24/2024
409,196098,150030,19170,2.1,3.3,2.3,2.6,Food was okay,11/9/2026
410,1691378,469102,6017,4.5,4.8,2.2,3.8,Decent food quality,7/25/2023
411,322968,179880,16801,1.3,4.8,3.5,3.2,Decent food quality,3/14/2024
412,949824,240650,35027,4.4,4.4,1.5,3.4,Food was okay,10/15/2026
413,1146735,222993,32114,1.9,2.5,3.6,2.7,Average experience,11/12/2025
414,208005,52321,6595,4.5,3.8,1.2,3.2,Average experience,1/28/2026
415,612002,401936,32851,1.2,2.1,1.4,1.6,Poor food quality,9/1/2026
416,1534735,225510,14186,2.5,2.5,4.8,3.3,Could be improved,6/25/2024
417,1222777,271108,19231,3.4,1.4,1.2,2,Late delivery experience,12/17/2026
418,1543425,421022,44360,3.7,1.1,1.8,2.2,Packaging was damaged,1/25/2024
419,1022512,443404,40783,4.5,1.4,2.2,2.7,Decent food quality,10/15/2023
420,387642,23764,24176,3.5,2.2,2.9,2.9,Decent food quality,1/9/2026
421,1665582,111132,4878,1.5,4.1,2.3,2.6,Service was normal,9/26/2026
422,1020457,208534,9307,1.5,4.9,3,3.1,Average experience,7/21/2024
423,672702,440177,33019,3.8,3,3.7,3.5,Decent food quality,1/10/2024
424,1983911,123830,48582,3.8,1.9,2.3,2.7,Average experience,9/24/2025
425,529086,461773,24315,4.6,2.3,2.6,3.2,Service was normal,6/13/2025
426,635699,212667,49302,3.5,1.5,3.7,2.9,Could be improved,4/4/2024
427,1052932,79099,48500,3.9,4.7,4,4.2,Fresh food and good packaging,3/19/2024
428,540273,310804,44323,2.5,2.2,4,2.9,Average experience,10/7/2023
429,1738089,43426,18895,4,3,4.9,4,Delivery was quick and smooth,8/20/2026
430,1126261,232248,46026,3.8,4.4,1.7,3.3,Food was okay,8/6/2026
431,1358691,139733,33885,2.3,2.7,2.9,2.6,Could be improved,5/4/2024
432,1617312,461961,8350,3.9,3.8,2,3.2,Decent food quality,3/14/2025
433,1229896,241038,11211,5,3.3,3.4,3.9,Could be improved,1/11/2026
434,731296,178866,2127,2,2.8,4.6,3.1,Decent food quality,6/18/2023
435,206389,321955,48781,1.1,3.9,4.9,3.3,Service was normal,5/11/2025
436,1941154,264265,29981,2,4.7,3.1,3.3,Could be improved,9/28/2024
437,980114,46819,40971,1.8,1.2,1.9,1.6,Poor food quality,1/3/2024
438,1251142,378466,46646,2.1,3.5,3,2.9,Average experience,12/29/2023
439,130018,163590,15361,1.3,1.1,3.5,2,Poor food quality,6/19/2025
440,1280862,426333,29392,1.9,4.4,2.6,3,Average experience,5/24/2023
441,1994239,434407,26390,3.5,1.9,3.3,2.9,Food was okay,5/27/2023
442,1534374,174251,39352,2.8,2.3,4.1,3.1,Decent food quality,6/12/2023
443,219145,93405,39449,4.9,1.6,2.9,3.1,Service was normal,4/24/2025
444,1461605,375007,24061,1.2,3.4,4.9,3.2,Could be improved,8/4/2026
445,1208207,175767,42485,2.2,2,4.2,2.8,Average experience,3/9/2026
446,1072852,406792,35948,3,4.7,2.9,3.5,Decent food quality,8/27/2024
447,1986756,499809,16299,3.9,2.2,3.3,3.1,Could be improved,12/11/2025
448,1283324,262,42679,2.5,1.4,3.3,2.4,Taste was not good,5/31/2023
449,1524425,65428,8982,4.5,4.2,2.4,3.7,Decent food quality,10/30/2023
450,666875,418932,41543,2.7,2.8,4.1,3.2,Average experience,5/29/2024
451,1053804,268259,19331,3.7,2.1,4.5,3.4,Service was normal,1/30/2024
452,1610585,290573,7245,2.3,4.4,4.9,3.9,Could be improved,10/3/2024
453,287470,282259,48193,1.1,4,1.6,2.2,Taste was not good,9/13/2023
454,307995,306722,39686,1.1,3.4,1.7,2.1,Packaging was damaged,12/22/2025
455,687107,245912,22380,2.7,3.3,3.3,3.1,Food was okay,7/22/2024
456,824021,108512,14516,1.2,2.5,1.3,1.7,Poor food quality,2/27/2025
457,646511,330183,6306,4.2,1.5,5,3.6,Food was okay,12/9/2026
458,1548791,84900,44574,1.2,4.7,4.4,3.4,Could be improved,1/22/2026
459,1412891,378488,46378,1.4,4.4,4.8,3.5,Decent food quality,7/5/2026
460,1124240,251155,42565,4.2,2.5,3.9,3.5,Service was normal,2/14/2024
461,1859726,280528,31371,4.1,4.9,3.8,4.3,Food quality was great,8/23/2023
462,151442,214398,33732,3.8,1.5,2.7,2.7,Average experience,2/4/2024
463,412482,391874,1216,3.7,2,1.5,2.4,Food was cold,8/18/2024
464,1632939,42427,25430,2,1.8,2.7,2.2,Taste was not good,3/13/2023
465,78590,401126,14594,1.4,3.8,1.2,2.1,Late delivery experience,8/10/2025
466,1232524,222683,17313,4.5,1.6,3.1,3.1,Service was normal,8/4/2026
467,1677314,246974,46920,5,4.5,3,4.2,Food quality was great,9/3/2025
468,1697762,41392,46183,3.5,3.8,2.1,3.1,Average experience,12/1/2026
469,517955,253315,47302,2.7,4.2,4.5,3.8,Could be improved,4/13/2024
470,1017647,236856,30270,4.4,1.5,3.3,3.1,Average experience,12/22/2025
471,813411,454636,36756,3.8,2.8,2.7,3.1,Average experience,3/29/2025
472,965664,264512,28947,2.5,2.1,4.3,3,Average experience,4/3/2024
473,275546,389838,13432,4.6,2.6,3.6,3.6,Average experience,7/19/2024
474,1988221,376534,32287,2.7,3.3,3.4,3.1,Could be improved,10/29/2023
475,440652,288263,3365,1.7,4.3,1.9,2.6,Service was normal,6/19/2026
476,302040,242632,31995,2.4,3.8,4.5,3.6,Decent food quality,1/4/2026
477,1473478,222108,16113,3.8,1.5,1.4,2.2,Poor food quality,2/27/2024
478,1980571,257761,36951,4.7,1.2,2.3,2.7,Decent food quality,12/23/2024
479,702616,460984,31288,4.3,1.2,3.1,2.9,Food was okay,7/25/2024
480,1997934,56035,39705,3.6,4.6,3.4,3.9,Decent food quality,7/8/2023
481,1947495,153686,7973,3.4,4,4.2,3.9,Food was okay,12/7/2025
482,1830497,80025,23231,2,3.8,4.9,3.6,Average experience,8/28/2024
483,955240,499934,19151,2.9,2.6,2,2.5,Not satisfied with service,9/24/2023
484,1964290,335888,18610,4.2,1.7,3.5,3.1,Average experience,3/15/2024
485,1945544,302952,36568,3.3,1.4,4.8,3.2,Could be improved,5/11/2023
486,555603,325768,42230,4.8,4.6,1.1,3.5,Could be improved,3/2/2025
487,1893187,6646,29798,1.5,4.7,1.4,2.5,Poor food quality,6/1/2025
488,333613,47427,10411,3.1,1.4,2.5,2.3,Taste was not good,3/18/2025
489,810007,297459,13178,4,4.4,2.7,3.7,Decent food quality,7/7/2026
490,932243,288965,40048,1.5,4.3,2.2,2.7,Could be improved,12/12/2025
491,694305,137255,18459,2.5,1.1,1.3,1.6,Taste was not good,4/2/2023
492,842967,107723,20069,2.6,4,2.5,3,Average experience,12/12/2024
493,1316425,194347,12908,1.1,2.1,3.3,2.2,Late delivery experience,1/12/2024
494,1433556,337263,20169,1.2,3.2,3,2.5,Poor food quality,6/9/2025
495,907188,493198,24738,4.6,1.7,2.5,2.9,Average experience,6/18/2023
496,1457277,450954,6585,2.5,1.4,3.8,2.6,Food was okay,6/16/2025
497,460886,195542,155,2.5,1.9,1.2,1.9,Not satisfied with service,3/26/2024
498,1027132,167196,31944,1.6,2.4,4.9,3,Food was okay,6/2/2024
